rgn_id,habitat,year,km2
2020,mangrove_offshore,2015,0
2022,mangrove,2015,0
2022,mangrove_inland1km,2015,0
2022,mangrove_offshore,2015,0
2023,mangrove,2015,0
2023,mangrove_inland1km,2015,0
2023,mangrove_offshore,2015,0
2024,mangrove,2015,0
2024,mangrove_inland1km,2015,0
2024,mangrove_offshore,2015,0
2025,mangrove,2015,0
2025,mangrove_inland1km,2015,0
2025,mangrove_offshore,2015,0
2027,mangrove,2015,0
2027,mangrove_inland1km,2015,0
2027,mangrove_offshore,2015,0
2028,mangrove,2015,0
2028,mangrove_inland1km,2015,0
2028,mangrove_offshore,2015,0
2030,mangrove,2015,0
2030,mangrove_inland1km,2015,0
2030,mangrove_offshore,2015,0
