rgn_id,year,habitat,trend
1841,2015,soft_bottom,-0.0053
1845,2011,soft_bottom,-0.0103
1845,2012,soft_bottom,-0.0177
1845,2013,soft_bottom,-0.0135
1845,2014,soft_bottom,-0.0016
1845,2015,soft_bottom,-0.0053
1848,2011,soft_bottom,-0.0103
1848,2012,soft_bottom,-0.0177
1848,2013,soft_bottom,-0.0135
1848,2014,soft_bottom,-0.0016
1848,2015,soft_bottom,-0.0053
1849,2011,soft_bottom,-0.0103
1849,2012,soft_bottom,-0.0177
1849,2013,soft_bottom,-0.0135
1849,2014,soft_bottom,-0.0016
1849,2015,soft_bottom,-0.0053
1850,2011,soft_bottom,-0.0103
1850,2012,soft_bottom,-0.0177
1850,2013,soft_bottom,-0.0135
1850,2014,soft_bottom,-0.0016
1850,2015,soft_bottom,-0.0053
1851,2011,soft_bottom,-0.0103
1851,2012,soft_bottom,-0.0177
1851,2013,soft_bottom,-0.0135
1851,2014,soft_bottom,-0.0016
1851,2015,soft_bottom,-0.0053
1852,2011,soft_bottom,-0.0103
1852,2012,soft_bottom,-0.0177
1852,2013,soft_bottom,-0.0135
1852,2014,soft_bottom,-0.0016
1852,2015,soft_bottom,-0.0053
1853,2011,soft_bottom,-0.0103
1853,2012,soft_bottom,-0.0177
1853,2013,soft_bottom,-0.0135
1853,2014,soft_bottom,-0.0016
1853,2015,soft_bottom,-0.0053
1854,2011,soft_bottom,-0.0103
1854,2012,soft_bottom,-0.0177
1854,2013,soft_bottom,-0.0135
1854,2014,soft_bottom,-0.0016
1854,2015,soft_bottom,-0.0053
1856,2011,soft_bottom,-0.0103
1856,2012,soft_bottom,-0.0177
1856,2013,soft_bottom,-0.0135
1856,2014,soft_bottom,-0.0016
1856,2015,soft_bottom,-0.0053
1857,2011,soft_bottom,-0.0103
1857,2012,soft_bottom,-0.0177
1857,2013,soft_bottom,-0.0135
1857,2014,soft_bottom,-0.0016
1857,2015,soft_bottom,-0.0053
1859,2011,soft_bottom,-0.0103
1859,2012,soft_bottom,-0.0177
1859,2013,soft_bottom,-0.0135
1859,2014,soft_bottom,-0.0016
1859,2015,soft_bottom,-0.0053
1860,2011,soft_bottom,-0.0103
1860,2012,soft_bottom,-0.0177
1860,2013,soft_bottom,-0.0135
1860,2014,soft_bottom,-0.0016
1860,2015,soft_bottom,-0.0053
1865,2011,soft_bottom,-0.0103
1865,2012,soft_bottom,-0.0177
1865,2013,soft_bottom,-0.0135
1865,2014,soft_bottom,-0.0016
1865,2015,soft_bottom,-0.0053
1866,2011,soft_bottom,-0.0103
1866,2012,soft_bottom,-0.0177
1866,2013,soft_bottom,-0.0135
1866,2014,soft_bottom,-0.0016
1866,2015,soft_bottom,-0.0053
1867,2011,soft_bottom,-0.0103
1867,2012,soft_bottom,-0.0177
1867,2013,soft_bottom,-0.0135
1867,2014,soft_bottom,-0.0016
1867,2015,soft_bottom,-0.0053
1868,2011,soft_bottom,-0.0103
1868,2012,soft_bottom,-0.0177
1868,2013,soft_bottom,-0.0135
1868,2014,soft_bottom,-0.0016
1868,2015,soft_bottom,-0.0053
1870,2011,soft_bottom,-0.0103
1870,2012,soft_bottom,-0.0177
1870,2013,soft_bottom,-0.0135
1870,2014,soft_bottom,-0.0016
1870,2015,soft_bottom,-0.0053
1871,2011,soft_bottom,-0.0103
1871,2012,soft_bottom,-0.0177
1871,2013,soft_bottom,-0.0135
1871,2014,soft_bottom,-0.0016
1871,2015,soft_bottom,-0.0053
1874,2011,soft_bottom,-0.0103
1874,2012,soft_bottom,-0.0177
1874,2013,soft_bottom,-0.0135
1874,2014,soft_bottom,-0.0016
1874,2015,soft_bottom,-0.0053
1902,2011,soft_bottom,-0.0103
1902,2012,soft_bottom,-0.0177
1902,2013,soft_bottom,-0.0135
1902,2014,soft_bottom,-0.0016
1902,2015,soft_bottom,-0.0053
1903,2011,soft_bottom,-0.0103
1903,2012,soft_bottom,-0.0177
1903,2013,soft_bottom,-0.0135
1903,2014,soft_bottom,-0.0016
1903,2015,soft_bottom,-0.0053
1911,2011,soft_bottom,-0.0103
1911,2012,soft_bottom,-0.0177
1911,2013,soft_bottom,-0.0135
1911,2014,soft_bottom,-0.0016
1911,2015,soft_bottom,-0.0053
1913,2011,soft_bottom,-0.0103
1913,2012,soft_bottom,-0.0177
1913,2013,soft_bottom,-0.0135
1913,2014,soft_bottom,-0.0016
1913,2015,soft_bottom,-0.0053
1917,2011,soft_bottom,-0.0103
1917,2012,soft_bottom,-0.0177
1917,2013,soft_bottom,-0.0135
1917,2014,soft_bottom,-0.0016
1917,2015,soft_bottom,-0.0053
1919,2011,soft_bottom,-0.0103
1919,2012,soft_bottom,-0.0177
1919,2013,soft_bottom,-0.0135
1919,2014,soft_bottom,-0.0016
1919,2015,soft_bottom,-0.0053
1920,2011,soft_bottom,-0.0103
1920,2012,soft_bottom,-0.0177
1920,2013,soft_bottom,-0.0135
1920,2014,soft_bottom,-0.0016
1920,2015,soft_bottom,-0.0053
1923,2011,soft_bottom,-0.0103
1923,2012,soft_bottom,-0.0177
1923,2013,soft_bottom,-0.0135
1923,2014,soft_bottom,-0.0016
1923,2015,soft_bottom,-0.0053
1924,2011,soft_bottom,-0.0103
1924,2012,soft_bottom,-0.0177
1924,2013,soft_bottom,-0.0135
1924,2014,soft_bottom,-0.0016
1924,2015,soft_bottom,-0.0053
1925,2011,soft_bottom,-0.0103
1925,2012,soft_bottom,-0.0177
1925,2013,soft_bottom,-0.0135
1925,2014,soft_bottom,-0.0016
1925,2015,soft_bottom,-0.0053
1926,2011,soft_bottom,-0.0103
1926,2012,soft_bottom,-0.0177
1926,2013,soft_bottom,-0.0135
1926,2014,soft_bottom,-0.0016
1926,2015,soft_bottom,-0.0053
1927,2011,soft_bottom,-0.0103
1927,2012,soft_bottom,-0.0177
1927,2013,soft_bottom,-0.0135
1927,2014,soft_bottom,-0.0016
1927,2015,soft_bottom,-0.0053
1928,2011,soft_bottom,-0.0103
1928,2012,soft_bottom,-0.0177
1928,2013,soft_bottom,-0.0135
1928,2014,soft_bottom,-0.0016
1928,2015,soft_bottom,-0.0053
1929,2011,soft_bottom,-0.0103
1929,2012,soft_bottom,-0.0177
1929,2013,soft_bottom,-0.0135
1929,2014,soft_bottom,-0.0016
1929,2015,soft_bottom,-0.0053
1931,2011,soft_bottom,-0.0103
1931,2012,soft_bottom,-0.0177
1931,2013,soft_bottom,-0.0135
1931,2014,soft_bottom,-0.0016
1931,2015,soft_bottom,-0.0053
1933,2011,soft_bottom,-0.0103
1933,2012,soft_bottom,-0.0177
1933,2013,soft_bottom,-0.0135
1933,2014,soft_bottom,-0.0016
1933,2015,soft_bottom,-0.0053
1936,2011,soft_bottom,-0.0103
1936,2012,soft_bottom,-0.0177
1936,2013,soft_bottom,-0.0135
1936,2014,soft_bottom,-0.0016
1936,2015,soft_bottom,-0.0053
1938,2011,soft_bottom,-0.0103
1938,2012,soft_bottom,-0.0177
1938,2013,soft_bottom,-0.0135
1938,2014,soft_bottom,-0.0016
1938,2015,soft_bottom,-0.0053
1939,2011,soft_bottom,-0.0103
1939,2012,soft_bottom,-0.0177
1939,2013,soft_bottom,-0.0135
1939,2014,soft_bottom,-0.0016
1939,2015,soft_bottom,-0.0053
1940,2011,soft_bottom,-0.0103
1940,2012,soft_bottom,-0.0177
1940,2013,soft_bottom,-0.0135
1940,2014,soft_bottom,-0.0016
1940,2015,soft_bottom,-0.0053
1941,2011,soft_bottom,-0.0103
1941,2012,soft_bottom,-0.0177
1941,2013,soft_bottom,-0.0135
1941,2014,soft_bottom,-0.0016
1941,2015,soft_bottom,-0.0053
1942,2011,soft_bottom,-0.0103
1942,2012,soft_bottom,-0.0177
1942,2013,soft_bottom,-0.0135
1942,2014,soft_bottom,-0.0016
1942,2015,soft_bottom,-0.0053
1943,2011,soft_bottom,-0.0103
1943,2012,soft_bottom,-0.0177
1943,2013,soft_bottom,-0.0135
1943,2014,soft_bottom,-0.0016
1943,2015,soft_bottom,-0.0053
2002,2011,soft_bottom,-0.0103
2002,2012,soft_bottom,-0.0177
2002,2013,soft_bottom,-0.0135
2002,2014,soft_bottom,-0.0016
2002,2015,soft_bottom,-0.0053
2003,2011,soft_bottom,-0.0103
2003,2012,soft_bottom,-0.0177
2003,2013,soft_bottom,-0.0135
2003,2014,soft_bottom,-0.0016
2003,2015,soft_bottom,-0.0053
2004,2011,soft_bottom,-0.0103
2004,2012,soft_bottom,-0.0177
2004,2013,soft_bottom,-0.0135
2004,2014,soft_bottom,-0.0016
2004,2015,soft_bottom,-0.0053
2012,2011,soft_bottom,-0.0103
2012,2012,soft_bottom,-0.0177
2012,2013,soft_bottom,-0.0135
2012,2014,soft_bottom,-0.0016
2012,2015,soft_bottom,-0.0053
2014,2011,soft_bottom,-0.0103
2014,2012,soft_bottom,-0.0177
2014,2013,soft_bottom,-0.0135
2014,2014,soft_bottom,-0.0016
2014,2015,soft_bottom,-0.0053
2015,2011,soft_bottom,-0.0103
2015,2012,soft_bottom,-0.0177
2015,2013,soft_bottom,-0.0135
2015,2014,soft_bottom,-0.0016
2015,2015,soft_bottom,-0.0053
2017,2011,soft_bottom,-0.0103
2017,2012,soft_bottom,-0.0177
2017,2013,soft_bottom,-0.0135
2017,2014,soft_bottom,-0.0016
2017,2015,soft_bottom,-0.0053
2018,2011,soft_bottom,-0.0103
2018,2012,soft_bottom,-0.0177
2018,2013,soft_bottom,-0.0135
2018,2014,soft_bottom,-0.0016
2018,2015,soft_bottom,-0.0053
2019,2011,soft_bottom,-0.0103
2019,2012,soft_bottom,-0.0177
2019,2013,soft_bottom,-0.0135
2019,2014,soft_bottom,-0.0016
2019,2015,soft_bottom,-0.0053
2020,2011,soft_bottom,-0.0103
2020,2012,soft_bottom,-0.0177
2020,2013,soft_bottom,-0.0135
2020,2014,soft_bottom,-0.0016
2020,2015,soft_bottom,-0.0053
2022,2011,soft_bottom,-0.0103
2022,2012,soft_bottom,-0.0177
2022,2013,soft_bottom,-0.0135
2022,2014,soft_bottom,-0.0016
2022,2015,soft_bottom,-0.0053
2023,2011,soft_bottom,-0.0103
2023,2012,soft_bottom,-0.0177
2023,2013,soft_bottom,-0.0135
2023,2014,soft_bottom,-0.0016
2023,2015,soft_bottom,-0.0053
2024,2011,soft_bottom,-0.0103
2024,2012,soft_bottom,-0.0177
2024,2013,soft_bottom,-0.0135
2024,2014,soft_bottom,-0.0016
2024,2015,soft_bottom,-0.0053
2025,2011,soft_bottom,-0.0103
2025,2012,soft_bottom,-0.0177
2025,2013,soft_bottom,-0.0135
2025,2014,soft_bottom,-0.0016
2025,2015,soft_bottom,-0.0053
2027,2011,soft_bottom,-0.0103
2027,2012,soft_bottom,-0.0177
2027,2013,soft_bottom,-0.0135
2027,2014,soft_bottom,-0.0016
2027,2015,soft_bottom,-0.0053
2028,2011,soft_bottom,-0.0103
2028,2012,soft_bottom,-0.0177
2028,2013,soft_bottom,-0.0135
2028,2014,soft_bottom,-0.0016
2028,2015,soft_bottom,-0.0053
2030,2011,soft_bottom,-0.0103
2030,2012,soft_bottom,-0.0177
2030,2013,soft_bottom,-0.0135
2030,2014,soft_bottom,-0.0016
2030,2015,soft_bottom,-0.0053
