rgn_id,year,score
1836,2016,0.760006210192194
1836,2017,0.757239523771761
1836,2018,0.754472837351328
1837,2012,0.771072955873925
1837,2013,0.768306269453492
1837,2014,0.76553958303306
1837,2015,0.762772896612627
1837,2016,0.760006210192194
1837,2017,0.757239523771761
1837,2018,0.754472837351328
1838,2012,0.771072955873925
1838,2013,0.768306269453492
1838,2014,0.76553958303306
1838,2015,0.762772896612627
1838,2016,0.760006210192194
1838,2017,0.757239523771761
1838,2018,0.754472837351328
1840,2012,0.771072955873925
1840,2013,0.768306269453492
1840,2014,0.76553958303306
1840,2015,0.762772896612627
1840,2016,0.760006210192194
1840,2017,0.757239523771761
1840,2018,0.754472837351328
1841,2012,0.771072955873925
1841,2013,0.768306269453492
1841,2014,0.76553958303306
1841,2015,0.762772896612627
1841,2016,0.760006210192194
1841,2017,0.757239523771761
1841,2018,0.754472837351328
1845,2012,0.771072955873925
1845,2013,0.768306269453492
1845,2014,0.76553958303306
1845,2015,0.762772896612627
1845,2016,0.760006210192194
1845,2017,0.757239523771761
1845,2018,0.754472837351328
1848,2012,0.771072955873925
1848,2013,0.768306269453492
1848,2014,0.76553958303306
1848,2015,0.762772896612627
1848,2016,0.760006210192194
1848,2017,0.757239523771761
1848,2018,0.754472837351328
1849,2012,0.771072955873925
1849,2013,0.768306269453492
1849,2014,0.76553958303306
1849,2015,0.762772896612627
1849,2016,0.760006210192194
1849,2017,0.757239523771761
1849,2018,0.754472837351328
1850,2012,0.771072955873925
1850,2013,0.768306269453492
1850,2014,0.76553958303306
1850,2015,0.762772896612627
1850,2016,0.760006210192194
1850,2017,0.757239523771761
1850,2018,0.754472837351328
1851,2012,0.771072955873925
1851,2013,0.768306269453492
1851,2014,0.76553958303306
1851,2015,0.762772896612627
1851,2016,0.760006210192194
1851,2017,0.757239523771761
1851,2018,0.754472837351328
1852,2012,0.771072955873925
1852,2013,0.768306269453492
1852,2014,0.76553958303306
1852,2015,0.762772896612627
1852,2016,0.760006210192194
1852,2017,0.757239523771761
1852,2018,0.754472837351328
1853,2012,0.771072955873925
1853,2013,0.768306269453492
1853,2014,0.76553958303306
1853,2015,0.762772896612627
1853,2016,0.760006210192194
1853,2017,0.757239523771761
1853,2018,0.754472837351328
1854,2012,0.771072955873925
1854,2013,0.768306269453492
1854,2014,0.76553958303306
1854,2015,0.762772896612627
1854,2016,0.760006210192194
1854,2017,0.757239523771761
1854,2018,0.754472837351328
1856,2012,0.771072955873925
1856,2013,0.768306269453492
1856,2014,0.76553958303306
1856,2015,0.762772896612627
1856,2016,0.760006210192194
1856,2017,0.757239523771761
1856,2018,0.754472837351328
1857,2012,0.771072955873925
1857,2013,0.768306269453492
1857,2014,0.76553958303306
1857,2015,0.762772896612627
1857,2016,0.760006210192194
1857,2017,0.757239523771761
1857,2018,0.754472837351328
1859,2012,0.771072955873925
1859,2013,0.768306269453492
1859,2014,0.76553958303306
1859,2015,0.762772896612627
1859,2016,0.760006210192194
1859,2017,0.757239523771761
1859,2018,0.754472837351328
1860,2012,0.771072955873925
1860,2013,0.768306269453492
1860,2014,0.76553958303306
1860,2015,0.762772896612627
1860,2016,0.760006210192194
1860,2017,0.757239523771761
1860,2018,0.754472837351328
1865,2012,0.771072955873925
1865,2013,0.768306269453492
1865,2014,0.76553958303306
1865,2015,0.762772896612627
1865,2016,0.760006210192194
1865,2017,0.757239523771761
1865,2018,0.754472837351328
1866,2012,0.771072955873925
1866,2013,0.768306269453492
1866,2014,0.76553958303306
1866,2015,0.762772896612627
1866,2016,0.760006210192194
1866,2017,0.757239523771761
1866,2018,0.754472837351328
1867,2012,0.771072955873925
1867,2013,0.768306269453492
1867,2014,0.76553958303306
1867,2015,0.762772896612627
1867,2016,0.760006210192194
1867,2017,0.757239523771761
1867,2018,0.754472837351328
1868,2012,0.771072955873925
1868,2013,0.768306269453492
1868,2014,0.76553958303306
1868,2015,0.762772896612627
1868,2016,0.760006210192194
1868,2017,0.757239523771761
1868,2018,0.754472837351328
1870,2012,0.771072955873925
1870,2013,0.768306269453492
1870,2014,0.76553958303306
1870,2015,0.762772896612627
1870,2016,0.760006210192194
1870,2017,0.757239523771761
1870,2018,0.754472837351328
1871,2012,0.771072955873925
1871,2013,0.768306269453492
1871,2014,0.76553958303306
1871,2015,0.762772896612627
1871,2016,0.760006210192194
1871,2017,0.757239523771761
1871,2018,0.754472837351328
1874,2012,0.771072955873925
1874,2013,0.768306269453492
1874,2014,0.76553958303306
1874,2015,0.762772896612627
1874,2016,0.760006210192194
1874,2017,0.757239523771761
1874,2018,0.754472837351328
1902,2012,0.771072955873925
1902,2013,0.768306269453492
1902,2014,0.76553958303306
1902,2015,0.762772896612627
1902,2016,0.760006210192194
1902,2017,0.757239523771761
1902,2018,0.754472837351328
1903,2012,0.771072955873925
1903,2013,0.768306269453492
1903,2014,0.76553958303306
1903,2015,0.762772896612627
1903,2016,0.760006210192194
1903,2017,0.757239523771761
1903,2018,0.754472837351328
1911,2012,0.771072955873925
1911,2013,0.768306269453492
1911,2014,0.76553958303306
1911,2015,0.762772896612627
1911,2016,0.760006210192194
1911,2017,0.757239523771761
1911,2018,0.754472837351328
1913,2012,0.771072955873925
1913,2013,0.768306269453492
1913,2014,0.76553958303306
1913,2015,0.762772896612627
1913,2016,0.760006210192194
1913,2017,0.757239523771761
1913,2018,0.754472837351328
1917,2012,0.771072955873925
1917,2013,0.768306269453492
1917,2014,0.76553958303306
1917,2015,0.762772896612627
1917,2016,0.760006210192194
1917,2017,0.757239523771761
1917,2018,0.754472837351328
1919,2012,0.771072955873925
1919,2013,0.768306269453492
1919,2014,0.76553958303306
1919,2015,0.762772896612627
1919,2016,0.760006210192194
1919,2017,0.757239523771761
1919,2018,0.754472837351328
1920,2012,0.771072955873925
1920,2013,0.768306269453492
1920,2014,0.76553958303306
1920,2015,0.762772896612627
1920,2016,0.760006210192194
1920,2017,0.757239523771761
1920,2018,0.754472837351328
1923,2012,0.771072955873925
1923,2013,0.768306269453492
1923,2014,0.76553958303306
1923,2015,0.762772896612627
1923,2016,0.760006210192194
1923,2017,0.757239523771761
1923,2018,0.754472837351328
1924,2012,0.771072955873925
1924,2013,0.768306269453492
1924,2014,0.76553958303306
1924,2015,0.762772896612627
1924,2016,0.760006210192194
1924,2017,0.757239523771761
1924,2018,0.754472837351328
1925,2012,0.771072955873925
1925,2013,0.768306269453492
1925,2014,0.76553958303306
1925,2015,0.762772896612627
1925,2016,0.760006210192194
1925,2017,0.757239523771761
1925,2018,0.754472837351328
1926,2012,0.771072955873925
1926,2013,0.768306269453492
1926,2014,0.76553958303306
1926,2015,0.762772896612627
1926,2016,0.760006210192194
1926,2017,0.757239523771761
1926,2018,0.754472837351328
1927,2012,0.771072955873925
1927,2013,0.768306269453492
1927,2014,0.76553958303306
1927,2015,0.762772896612627
1927,2016,0.760006210192194
1927,2017,0.757239523771761
1927,2018,0.754472837351328
1928,2012,0.771072955873925
1928,2013,0.768306269453492
1928,2014,0.76553958303306
1928,2015,0.762772896612627
1928,2016,0.760006210192194
1928,2017,0.757239523771761
1928,2018,0.754472837351328
1929,2012,0.771072955873925
1929,2013,0.768306269453492
1929,2014,0.76553958303306
1929,2015,0.762772896612627
1929,2016,0.760006210192194
1929,2017,0.757239523771761
1929,2018,0.754472837351328
1931,2012,0.771072955873925
1931,2013,0.768306269453492
1931,2014,0.76553958303306
1931,2015,0.762772896612627
1931,2016,0.760006210192194
1931,2017,0.757239523771761
1931,2018,0.754472837351328
1933,2012,0.771072955873925
1933,2013,0.768306269453492
1933,2014,0.76553958303306
1933,2015,0.762772896612627
1933,2016,0.760006210192194
1933,2017,0.757239523771761
1933,2018,0.754472837351328
1936,2012,0.771072955873925
1936,2013,0.768306269453492
1936,2014,0.76553958303306
1936,2015,0.762772896612627
1936,2016,0.760006210192194
1936,2017,0.757239523771761
1936,2018,0.754472837351328
1938,2012,0.771072955873925
1938,2013,0.768306269453492
1938,2014,0.76553958303306
1938,2015,0.762772896612627
1938,2016,0.760006210192194
1938,2017,0.757239523771761
1938,2018,0.754472837351328
1939,2012,0.771072955873925
1939,2013,0.768306269453492
1939,2014,0.76553958303306
1939,2015,0.762772896612627
1939,2016,0.760006210192194
1939,2017,0.757239523771761
1939,2018,0.754472837351328
1940,2012,0.771072955873925
1940,2013,0.768306269453492
1940,2014,0.76553958303306
1940,2015,0.762772896612627
1940,2016,0.760006210192194
1940,2017,0.757239523771761
1940,2018,0.754472837351328
1941,2012,0.771072955873925
1941,2013,0.768306269453492
1941,2014,0.76553958303306
1941,2015,0.762772896612627
1941,2016,0.760006210192194
1941,2017,0.757239523771761
1941,2018,0.754472837351328
1942,2012,0.771072955873925
1942,2013,0.768306269453492
1942,2014,0.76553958303306
1942,2015,0.762772896612627
1942,2016,0.760006210192194
1942,2017,0.757239523771761
1942,2018,0.754472837351328
1943,2012,0.771072955873925
1943,2013,0.768306269453492
1943,2014,0.76553958303306
1943,2015,0.762772896612627
1943,2016,0.760006210192194
1943,2017,0.757239523771761
1943,2018,0.754472837351328
2002,2012,0.771072955873925
2002,2013,0.768306269453492
2002,2014,0.76553958303306
2002,2015,0.762772896612627
2002,2016,0.760006210192194
2002,2017,0.757239523771761
2002,2018,0.754472837351328
2003,2012,0.771072955873925
2003,2013,0.768306269453492
2003,2014,0.76553958303306
2003,2015,0.762772896612627
2003,2016,0.760006210192194
2003,2017,0.757239523771761
2003,2018,0.754472837351328
2004,2012,0.771072955873925
2004,2013,0.768306269453492
2004,2014,0.76553958303306
2004,2015,0.762772896612627
2004,2016,0.760006210192194
2004,2017,0.757239523771761
2004,2018,0.754472837351328
2012,2012,0.771072955873925
2012,2013,0.768306269453492
2012,2014,0.76553958303306
2012,2015,0.762772896612627
2012,2016,0.760006210192194
2012,2017,0.757239523771761
2012,2018,0.754472837351328
2014,2012,0.771072955873925
2014,2013,0.768306269453492
2014,2014,0.76553958303306
2014,2015,0.762772896612627
2014,2016,0.760006210192194
2014,2017,0.757239523771761
2014,2018,0.754472837351328
2015,2012,0.771072955873925
2015,2013,0.768306269453492
2015,2014,0.76553958303306
2015,2015,0.762772896612627
2015,2016,0.760006210192194
2015,2017,0.757239523771761
2015,2018,0.754472837351328
2017,2012,0.771072955873925
2017,2013,0.768306269453492
2017,2014,0.76553958303306
2017,2015,0.762772896612627
2017,2016,0.760006210192194
2017,2017,0.757239523771761
2017,2018,0.754472837351328
2018,2012,0.771072955873925
2018,2013,0.768306269453492
2018,2014,0.76553958303306
2018,2015,0.762772896612627
2018,2016,0.760006210192194
2018,2017,0.757239523771761
2018,2018,0.754472837351328
2019,2012,0.771072955873925
2019,2013,0.768306269453492
2019,2014,0.76553958303306
2019,2015,0.762772896612627
2019,2016,0.760006210192194
2019,2017,0.757239523771761
2019,2018,0.754472837351328
2020,2012,0.771072955873925
2020,2013,0.768306269453492
2020,2014,0.76553958303306
2020,2015,0.762772896612627
2020,2016,0.760006210192194
2020,2017,0.757239523771761
2020,2018,0.754472837351328
2022,2012,0.771072955873925
2022,2013,0.768306269453492
2022,2014,0.76553958303306
2022,2015,0.762772896612627
2022,2016,0.760006210192194
2022,2017,0.757239523771761
2022,2018,0.754472837351328
2023,2012,0.771072955873925
2023,2013,0.768306269453492
2023,2014,0.76553958303306
2023,2015,0.762772896612627
2023,2016,0.760006210192194
2023,2017,0.757239523771761
2023,2018,0.754472837351328
2024,2012,0.771072955873925
2024,2013,0.768306269453492
2024,2014,0.76553958303306
2024,2015,0.762772896612627
2024,2016,0.760006210192194
2024,2017,0.757239523771761
2024,2018,0.754472837351328
2025,2012,0.771072955873925
2025,2013,0.768306269453492
2025,2014,0.76553958303306
2025,2015,0.762772896612627
2025,2016,0.760006210192194
2025,2017,0.757239523771761
2025,2018,0.754472837351328
2027,2012,0.771072955873925
2027,2013,0.768306269453492
2027,2014,0.76553958303306
2027,2015,0.762772896612627
2027,2016,0.760006210192194
2027,2017,0.757239523771761
2027,2018,0.754472837351328
2028,2012,0.771072955873925
2028,2013,0.768306269453492
2028,2014,0.76553958303306
2028,2015,0.762772896612627
2028,2016,0.760006210192194
2028,2017,0.757239523771761
2028,2018,0.754472837351328
2030,2012,0.771072955873925
2030,2013,0.768306269453492
2030,2014,0.76553958303306
2030,2015,0.762772896612627
2030,2016,0.760006210192194
2030,2017,0.757239523771761
2030,2018,0.754472837351328
